	qsq2	cme	x	sig	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20
701	45.0	251.0	0.0008380000000000001	1.432	5.99	-5.99	3.37	-3.37	3.16	-3.16	-0.04	0.04	-0.04	0.04	-0.12	0.12	-0.01	0.01	-1.89	1.89	0.1	-0.1	-0.08	0.08
702	45.0	251.0	0.0009339999999999999	1.32	4.31	-4.31	3.22	-3.22	1.69	-1.69	0.2	-0.2	-0.08	0.08	-0.17	0.17	-0.02	0.02	-0.48	0.48	0.07	-0.07	-0.08	0.08
703	45.0	251.0	0.0010400000000000001	1.349	3.41	-3.41	2.34	-2.34	1.16	-1.16	0.27	-0.27	-0.09	0.09	-0.19	0.19	-0.01	0.01	0.27	-0.27	0.07	-0.07	0.09	-0.09
704	45.0	251.0	0.00118	1.298	2.65	-2.65	1.95	-1.95	1.16	-1.16	0.58	-0.58	-0.12	0.12	-0.29	0.29	-0.02	0.02	0.21	-0.21	0.06	-0.06	0.22	-0.22
705	45.0	251.0	0.0012699999999999999	1.286	2.87	-2.87	2.18	-2.18	1.2	-1.2	0.28	-0.28	-0.09	0.09	-0.12	0.12	-0.01	0.01	0.32	-0.32	0.07	-0.07	0.09	-0.09
706	45.0	251.0	0.00137	1.2919999999999998	3.08	-3.08	2.2	-2.2	1.32	-1.32	0.67	-0.67	-0.12	0.12	-0.26	0.26	-0.02	0.02	0.28	-0.28	0.06	-0.06	0.36	-0.36
707	45.0	251.0	0.00159	1.192	2.62	-2.62	2.44	-2.44	1.2	-1.2	0.41	-0.41	-0.09	0.09	-0.1	0.1	-0.01	0.01	0.2	-0.2	0.06	-0.06	0.16	-0.16
708	45.0	251.0	0.0018100000000000002	1.178	1.39	-1.39	1.26	-1.26	1.16	-1.16	0.66	-0.66	-0.11	0.11	-0.08	0.08	-0.01	0.01	0.36	-0.36	0.06	-0.06	0.28	-0.28
709	45.0	251.0	0.00229	1.114	1.91	-1.91	1.47	-1.47	1.23	-1.23	0.58	-0.58	-0.1	0.1	-0.08	0.08	0.0	-0.0	-0.12	0.12	0.07	-0.07	0.31	-0.31
710	45.0	251.0	0.00286	1.103	1.71	-1.71	1.9	-1.9	1.29	-1.29	0.74	-0.74	-0.1	0.1	0.05	-0.05	0.0	-0.0	0.55	-0.55	0.06	-0.06	0.36	-0.36
711	45.0	251.0	0.0033	1.006	1.68	-1.68	1.74	-1.74	1.24	-1.24	0.67	-0.67	-0.11	0.11	-0.07	0.07	0.0	-0.0	-0.34	0.34	0.07	-0.07	0.35	-0.35
712	45.0	251.0	0.0044399999999999995	0.94	1.87	-1.87	1.92	-1.92	1.32	-1.32	0.91	-0.91	-0.11	0.11	0.05	-0.05	0.0	-0.0	0.41	-0.41	0.06	-0.06	0.38	-0.38
713	45.0	251.0	0.0055	0.89	1.5	-1.5	1.63	-1.63	1.27	-1.27	0.72	-0.72	-0.12	0.12	-0.09	0.09	-0.01	0.01	-0.74	0.74	0.07	-0.07	0.48	-0.48
714	45.0	251.0	0.0074	0.828	3.14	-3.14	2.23	-2.23	1.63	-1.63	1.43	-1.43	-0.19	0.19	0.08	-0.08	-0.02	0.02	-0.38	0.38	0.06	-0.06	0.51	-0.51
715	60.0	251.0	0.00112	1.276	7.05	-7.05	3.22	-3.22	3.06	-3.06	-0.03	0.03	-0.04	0.04	-0.11	0.11	-0.01	0.01	-1.53	1.53	0.09	-0.09	-0.07	0.07
716	60.0	251.0	0.00125	1.419	4.1	-4.1	2.43	-2.43	1.88	-1.88	-0.02	0.02	-0.06	0.06	-0.13	0.13	-0.01	0.01	-0.92	0.92	0.07	-0.07	-0.02	0.02
717	60.0	251.0	0.00139	1.358	4.17	-4.17	2.38	-2.38	1.59	-1.59	0.09	-0.09	-0.07	0.07	-0.13	0.13	-0.01	0.01	-0.44	0.44	0.07	-0.07	-0.09	0.09
718	60.0	251.0	0.00158	1.324	3.9	-3.9	2.73	-2.73	1.17	-1.17	0.26	-0.26	-0.09	0.09	-0.08	0.08	-0.02	0.02	-0.2	0.2	0.07	-0.07	0.08	-0.08
719	60.0	251.0	0.0017100000000000001	1.297	3.42	-3.42	2.53	-2.53	1.22	-1.22	0.12	-0.12	-0.07	0.07	-0.1	0.1	-0.01	0.01	0.66	-0.66	0.06	-0.06	-0.11	0.11
720	60.0	251.0	0.00182	1.26	4.23	-4.23	2.54	-2.54	1.3	-1.3	0.77	-0.77	-0.11	0.11	-0.1	0.1	-0.02	0.02	0.37	-0.37	0.06	-0.06	0.35	-0.35
721	60.0	251.0	0.0021100000000000003	1.115	3.19	-3.19	2.2	-2.2	1.21	-1.21	0.22	-0.22	-0.06	0.06	-0.08	0.08	0.01	-0.01	0.4	-0.4	0.07	-0.07	-0.04	0.04
722	60.0	251.0	0.00242	1.169	1.59	-1.59	1.38	-1.38	1.16	-1.16	0.48	-0.48	-0.09	0.09	-0.07	0.07	-0.01	0.01	0.38	-0.38	0.06	-0.06	0.24	-0.24
723	60.0	251.0	0.00305	1.0979999999999999	2.24	-2.24	1.68	-1.68	1.2	-1.2	0.3	-0.3	-0.08	0.08	-0.08	0.08	0.0	-0.0	-0.16	0.16	0.06	-0.06	0.13	-0.13
724	60.0	251.0	0.0038200000000000005	1.015	1.98	-1.98	1.94	-1.94	1.28	-1.28	0.75	-0.75	-0.11	0.11	0.05	-0.05	0.0	-0.0	0.53	-0.53	0.07	-0.07	0.37	-0.37
725	60.0	251.0	0.0046	0.9490000000000001	1.96	-1.96	1.93	-1.93	1.21	-1.21	0.39	-0.39	-0.09	0.09	-0.08	0.08	0.0	-0.0	-0.41	0.41	0.07	-0.07	0.22	-0.22
726	60.0	251.0	0.00592	0.9940000000000001	1.97	-1.97	1.96	-1.96	1.3	-1.3	0.91	-0.91	-0.13	0.13	0.06	-0.06	-0.01	0.01	0.25	-0.25	0.06	-0.06	0.41	-0.41
727	60.0	251.0	0.0073	0.8170000000000001	1.74	-1.74	1.46	-1.46	1.26	-1.26	0.41	-0.41	-0.09	0.09	-0.08	0.08	-0.01	0.01	-1.11	1.11	0.07	-0.07	0.33	-0.33
728	60.0	251.0	0.009859999999999999	0.773	3.39	-3.39	2.3	-2.3	1.38	-1.38	0.83	-0.83	-0.09	0.09	0.05	-0.05	0.01	-0.01	0.63	-0.63	0.06	-0.06	0.34	-0.34
729	90.0	251.0	0.0016699999999999998	1.327	7.81	-7.81	2.91	-2.91	3.03	-3.03	-0.04	0.04	-0.05	0.05	-0.11	0.11	-0.02	0.02	-1.49	1.49	0.06	-0.06	-0.08	0.08
730	90.0	251.0	0.00187	1.392	4.56	-4.56	2.39	-2.39	1.89	-1.89	0.08	-0.08	-0.06	0.06	-0.13	0.13	-0.01	0.01	-0.5	0.5	0.06	-0.06	-0.06	0.06
731	90.0	251.0	0.00209	1.2990000000000002	4.15	-4.15	2.1	-2.1	1.83	-1.83	0.0	-0.0	-0.06	0.06	-0.13	0.13	-0.02	0.02	-0.31	0.31	0.06	-0.06	-0.05	0.05
732	90.0	251.0	0.00237	1.305	4.12	-4.12	2.53	-2.53	1.81	-1.81	0.05	-0.05	-0.06	0.06	-0.11	0.11	-0.01	0.01	0.05	-0.05	0.06	-0.06	-0.09	0.09
733	90.0	251.0	0.0025	1.153	4.13	-4.13	3.26	-3.26	1.22	-1.22	-0.04	0.04	-0.06	0.06	-0.11	0.11	0.0	-0.0	-0.17	0.17	0.07	-0.07	-0.14	0.14
734	90.0	251.0	0.003	1.159	3.56	-3.56	2.8	-2.8	1.23	-1.23	-0.05	0.05	-0.05	0.05	-0.09	0.09	0.0	-0.0	0.52	-0.52	0.07	-0.07	-0.21	0.21
735	90.0	251.0	0.0036200000000000004	1.124	2.13	-2.13	1.63	-1.63	1.15	-1.15	0.34	-0.34	-0.07	0.07	-0.07	0.07	0.0	-0.0	0.22	-0.22	0.06	-0.06	0.15	-0.15
736	90.0	251.0	0.0046	1.018	2.62	-2.62	1.96	-1.96	1.2	-1.2	0.1	-0.1	-0.06	0.06	-0.08	0.08	0.0	-0.0	-0.33	0.33	0.07	-0.07	-0.05	0.05
737	90.0	251.0	0.00573	0.922	2.37	-2.37	2.01	-2.01	1.29	-1.29	0.72	-0.72	-0.12	0.12	0.05	-0.05	-0.02	0.02	0.41	-0.41	0.06	-0.06	0.39	-0.39
738	90.0	251.0	0.0064	0.948	2.2	-2.2	2.1	-2.1	1.2	-1.2	0.15	-0.15	-0.06	0.06	-0.07	0.07	0.0	-0.0	-0.64	0.64	0.07	-0.07	0.04	-0.04
739	90.0	251.0	0.008879999999999999	0.871	2.31	-2.31	2.02	-2.02	1.3	-1.3	0.91	-0.91	-0.13	0.13	0.06	-0.06	-0.01	0.01	0.23	-0.23	0.06	-0.06	0.42	-0.42
742	120.0	251.0	0.0022	1.39	8.37	-8.37	2.74	-2.74	2.88	-2.88	-0.04	0.04	-0.04	0.04	-0.1	0.1	-0.01	0.01	-1.22	1.22	0.09	-0.09	-0.07	0.07
743	120.0	251.0	0.0025	1.1840000000000002	7.69	-7.69	2.05	-2.05	2.76	-2.76	-0.06	0.06	-0.03	0.03	-0.08	0.08	-0.01	0.01	-0.5	0.5	0.06	-0.06	-0.06	0.06
744	120.0	251.0	0.0027	1.081	7.61	-7.61	5.88	-5.88	1.23	-1.23	-0.08	0.08	-0.06	0.06	-0.15	0.15	-0.01	0.01	-0.12	0.12	0.07	-0.07	-0.05	0.05
745	120.0	251.0	0.0028	1.176	6.9	-6.9	1.92	-1.92	2.75	-2.75	0.07	-0.07	-0.04	0.04	-0.1	0.1	0.0	-0.0	-0.21	0.21	0.03	-0.03	-0.03	0.03
746	120.0	251.0	0.003	1.181	6.42	-6.42	4.62	-4.62	1.3	-1.3	0.05	-0.05	-0.06	0.06	-0.11	0.11	0.0	-0.0	0.91	-0.91	0.07	-0.07	-0.25	0.25
747	120.0	251.0	0.0032	1.1179999999999999	6.47	-6.47	1.83	-1.83	2.77	-2.77	0.05	-0.05	-0.04	0.04	-0.08	0.08	-0.01	0.01	0.09	-0.09	0.05	-0.05	-0.06	0.06
748	120.0	251.0	0.0034	1.1340000000000001	4.87	-4.87	3.53	-3.53	1.23	-1.23	-0.07	0.07	-0.06	0.06	-0.12	0.12	-0.01	0.01	0.39	-0.39	0.07	-0.07	-0.1	0.1
749	120.0	251.0	0.0036	1.192	5.65	-5.65	1.83	-1.83	2.78	-2.78	0.13	-0.13	-0.06	0.06	-0.08	0.08	-0.01	0.01	0.2	-0.2	0.07	-0.07	-0.07	0.07
750	120.0	251.0	0.0042	1.139	4.34	-4.34	2.96	-2.96	1.21	-1.21	-0.13	0.13	-0.04	0.04	-0.09	0.09	0.0	-0.0	0.04	-0.04	0.07	-0.07	-0.15	0.15
751	120.0	251.0	0.0048	1.071	2.99	-2.99	1.65	-1.65	1.5	-1.5	0.05	-0.05	-0.05	0.05	-0.07	0.07	0.0	-0.0	-0.19	0.19	0.07	-0.07	-0.13	0.13
752	120.0	251.0	0.0059	0.985	3.06	-3.06	2.06	-2.06	1.2	-1.2	-0.14	0.14	-0.04	0.04	-0.08	0.08	0.0	-0.0	-0.38	0.38	0.07	-0.07	-0.14	0.14
753	120.0	251.0	0.008	0.8690000000000001	2.66	-2.66	1.9	-1.9	1.21	-1.21	-0.22	0.22	-0.03	0.03	-0.08	0.08	0.0	-0.0	-0.76	0.76	0.07	-0.07	-0.16	0.16
755	150.0	251.0	0.0028	1.3130000000000002	10.23	-10.23	2.6	-2.6	3.06	-3.06	-0.05	0.05	-0.03	0.03	-0.11	0.11	-0.01	0.01	-1.86	1.86	0.08	-0.08	-0.08	0.08
756	150.0	251.0	0.0031	1.1840000000000002	9.42	-9.42	2.04	-2.04	2.79	-2.79	0.02	-0.02	-0.04	0.04	-0.09	0.09	-0.01	0.01	-0.69	0.69	0.08	-0.08	-0.07	0.07
757	150.0	251.0	0.0035	1.335	7.52	-7.52	2.29	-2.29	2.75	-2.75	0.04	-0.04	-0.04	0.04	-0.09	0.09	0.0	-0.0	-0.09	0.09	0.06	-0.06	-0.04	0.04
758	150.0	251.0	0.0039	1.2570000000000001	6.92	-6.92	1.79	-1.79	2.76	-2.76	0.03	-0.03	-0.04	0.04	-0.08	0.08	-0.01	0.01	0.12	-0.12	0.05	-0.05	-0.05	0.05
759	150.0	251.0	0.0045	1.05	6.83	-6.83	1.79	-1.79	2.76	-2.76	0.07	-0.07	-0.05	0.05	-0.09	0.09	-0.01	0.01	0.13	-0.13	0.06	-0.06	-0.06	0.06
760	150.0	251.0	0.006	1.025	3.61	-3.61	1.41	-1.41	2.77	-2.77	0.05	-0.05	-0.05	0.05	-0.08	0.08	0.0	-0.0	0.26	-0.26	0.06	-0.06	-0.06	0.06
761	150.0	251.0	0.008	0.973	3.93	-3.93	1.15	-1.15	2.78	-2.78	0.14	-0.14	-0.06	0.06	-0.08	0.08	-0.01	0.01	0.28	-0.28	0.07	-0.07	-0.07	0.07
764	200.0	251.0	0.0037	1.318	12.81	-12.81	2.59	-2.59	3.15	-3.15	-0.06	0.06	-0.04	0.04	-0.11	0.11	-0.01	0.01	-2.14	2.14	0.06	-0.06	-0.08	0.08
765	200.0	251.0	0.0041	1.311	11.44	-11.44	2.11	-2.11	2.85	-2.85	0.08	-0.08	-0.05	0.05	-0.11	0.11	-0.01	0.01	-0.86	0.86	0.05	-0.05	-0.05	0.05
766	200.0	251.0	0.0046	1.068	10.99	-10.99	2.2	-2.2	2.75	-2.75	0.03	-0.03	-0.03	0.03	-0.08	0.08	0.0	-0.0	-0.08	0.08	0.03	-0.03	-0.03	0.03
767	200.0	251.0	0.0052	1.18	8.89	-8.89	1.82	-1.82	2.76	-2.76	0.0	-0.0	-0.04	0.04	-0.08	0.08	-0.01	0.01	0.24	-0.24	0.06	-0.06	-0.04	0.04
768	200.0	251.0	0.0061	1.1159999999999999	8.08	-8.08	1.8	-1.8	2.76	-2.76	0.01	-0.01	-0.04	0.04	-0.08	0.08	-0.01	0.01	0.21	-0.21	0.05	-0.05	-0.04	0.04
769	200.0	251.0	0.008	0.9690000000000001	4.6	-4.6	1.26	-1.26	2.77	-2.77	0.1	-0.1	-0.05	0.05	-0.08	0.08	-0.01	0.01	0.24	-0.24	0.05	-0.05	-0.06	0.06
778	250.0	251.0	0.0046	0.875	19.23	-19.23	2.51	-2.51	3.41	-3.41	-0.01	0.01	-0.04	0.04	-0.13	0.13	-0.01	0.01	-2.81	2.81	0.04	-0.04	-0.09	0.09
779	250.0	251.0	0.0052	1.0979999999999999	13.92	-13.92	2.15	-2.15	2.97	-2.97	0.04	-0.04	-0.05	0.05	-0.11	0.11	-0.01	0.01	-1.19	1.19	0.05	-0.05	-0.06	0.06
780	250.0	251.0	0.0058	0.956	13.65	-13.65	2.26	-2.26	2.76	-2.76	-0.03	0.03	-0.04	0.04	-0.07	0.07	-0.01	0.01	0.09	-0.09	0.04	-0.04	-0.04	0.04
781	250.0	251.0	0.0066	0.9540000000000001	11.44	-11.44	1.84	-1.84	2.76	-2.76	0.02	-0.02	-0.04	0.04	-0.08	0.08	-0.01	0.01	0.22	-0.22	0.06	-0.06	-0.04	0.04
782	250.0	251.0	0.0076	1.025	9.6	-9.6	1.81	-1.81	2.76	-2.76	0.04	-0.04	-0.05	0.05	-0.08	0.08	-0.01	0.01	0.19	-0.19	0.05	-0.05	-0.05	0.05
783	250.0	251.0	0.01	0.96	5.09	-5.09	1.24	-1.24	2.77	-2.77	0.04	-0.04	-0.05	0.05	-0.07	0.07	-0.01	0.01	0.28	-0.28	0.06	-0.06	-0.05	0.05
792	300.0	251.0	0.0056	1.226	15.58	-15.58	2.52	-2.52	3.24	-3.24	-0.08	0.08	-0.03	0.03	-0.1	0.1	-0.01	0.01	-2.01	2.01	0.07	-0.07	-0.09	0.09
793	300.0	251.0	0.0062	0.882	17.86	-17.86	2.13	-2.13	2.87	-2.87	-0.02	0.02	-0.04	0.04	-0.1	0.1	-0.01	0.01	-1.13	1.13	0.09	-0.09	-0.07	0.07
794	300.0	251.0	0.0069	0.9790000000000001	14.75	-14.75	2.08	-2.08	2.77	-2.77	0.06	-0.06	-0.04	0.04	-0.09	0.09	-0.01	0.01	0.28	-0.28	0.06	-0.06	-0.04	0.04
795	300.0	251.0	0.0079	1.046	12.67	-12.67	1.86	-1.86	2.77	-2.77	0.09	-0.09	-0.05	0.05	-0.1	0.1	0.0	-0.0	0.28	-0.28	0.05	-0.05	-0.03	0.03
796	300.0	251.0	0.0091	0.868	11.94	-11.94	1.84	-1.84	2.76	-2.76	0.03	-0.03	-0.04	0.04	-0.07	0.07	-0.01	0.01	0.28	-0.28	0.06	-0.06	-0.05	0.05
805	400.0	251.0	0.0074	0.8270000000000001	22.66	-22.66	2.56	-2.56	3.33	-3.33	-0.08	0.08	-0.04	0.04	-0.11	0.11	-0.01	0.01	-2.42	2.42	0.09	-0.09	-0.1	0.1
806	400.0	251.0	0.0083	0.602	22.83	-22.83	2.26	-2.26	2.79	-2.79	-0.06	0.06	-0.03	0.03	-0.08	0.08	-0.01	0.01	-0.49	0.49	0.04	-0.04	-0.05	0.05
807	400.0	251.0	0.0093	1.026	15.89	-15.89	1.95	-1.95	2.76	-2.76	-0.02	0.02	-0.04	0.04	-0.09	0.09	0.0	-0.0	0.15	-0.15	0.03	-0.03	-0.02	0.02
817	500.0	251.0	0.0093	0.7440000000000001	27.27	-27.27	2.71	-2.71	3.25	-3.25	-0.1	0.1	-0.03	0.03	-0.11	0.11	-0.01	0.01	-2.16	2.16	0.07	-0.07	-0.07	0.07
857	1.5	225.0	3.48e-05	0.542	7.92	-7.92	4.96	-4.96	3.65	-3.65	1.81	-1.81	-0.24	0.24	-0.58	0.58	-0.07	0.07	-8.62	8.62	0.06	-0.06	0.58	-0.58
858	2.0	225.0	4.6399999999999996e-05	0.733	4.48	-4.48	4.31	-4.31	2.83	-2.83	1.48	-1.48	-0.26	0.26	-0.66	0.66	-0.09	0.09	-6.25	6.25	0.07	-0.07	0.58	-0.58
859	2.0	225.0	5.2600000000000005e-05	0.737	4.53	-4.53	3.93	-3.93	1.9	-1.9	1.32	-1.32	-0.25	0.25	-0.4	0.4	-0.08	0.08	-2.96	2.96	0.07	-0.07	0.57	-0.57
860	2.5	225.0	5.7999999999999994e-05	0.815	4.08	-4.08	4.15	-4.15	2.93	-2.93	2.07	-2.07	-0.33	0.33	-0.82	0.82	-0.1	0.1	-7.28	7.28	0.07	-0.07	0.69	-0.69
861	2.5	225.0	6.579999999999999e-05	0.78	2.62	-2.62	3.03	-3.03	1.54	-1.54	1.27	-1.27	-0.2	0.2	-0.57	0.57	-0.05	0.05	-2.19	2.19	0.06	-0.06	0.47	-0.47
862	2.5	225.0	7.59e-05	0.725	4.28	-4.28	3.45	-3.45	1.84	-1.84	0.89	-0.89	-0.21	0.21	-0.28	0.28	-0.07	0.07	-1.48	1.48	0.07	-0.07	0.51	-0.51
863	3.5	225.0	8.120000000000001e-05	0.8190000000000001	4.14	-4.14	4.05	-4.05	2.65	-2.65	1.7	-1.7	-0.23	0.23	-0.47	0.47	-0.05	0.05	-5.9	5.9	0.06	-0.06	0.54	-0.54
864	3.5	225.0	9.209999999999999e-05	0.838	2.19	-2.19	2.86	-2.86	1.69	-1.69	1.53	-1.53	-0.25	0.25	-0.38	0.38	-0.06	0.06	-2.47	2.47	0.07	-0.07	0.56	-0.56
865	3.5	225.0	0.000106	0.875	2.01	-2.01	2.47	-2.47	1.69	-1.69	1.24	-1.24	-0.24	0.24	-0.41	0.41	-0.07	0.07	-1.58	1.58	0.07	-0.07	0.55	-0.55
866	3.5	225.0	0.00014099999999999998	0.81	2.53	-2.53	2.45	-2.45	2.27	-2.27	0.62	-0.62	-0.22	0.22	-0.27	0.27	-0.07	0.07	-0.38	0.38	0.07	-0.07	0.52	-0.52
867	5.0	225.0	0.00011599999999999999	0.98	4.1	-4.1	4.01	-4.01	2.85	-2.85	2.15	-2.15	-0.3	0.3	-0.57	0.57	-0.08	0.08	-6.92	6.92	0.07	-0.07	0.67	-0.67
868	5.0	225.0	0.000132	0.94	2.05	-2.05	2.8	-2.8	1.53	-1.53	1.41	-1.41	-0.22	0.22	-0.44	0.44	-0.05	0.05	-1.98	1.98	0.06	-0.06	0.5	-0.5
869	5.0	225.0	0.000143	1.048	10.24	-10.24	9.23	-9.23	1.66	-1.66	1.38	-1.38	-0.22	0.22	-0.18	0.18	-0.05	0.05	0.98	-0.98	0.05	-0.05	0.55	-0.55
870	5.0	225.0	0.000152	0.9840000000000001	1.65	-1.65	2.2	-2.2	1.41	-1.41	0.98	-0.98	-0.19	0.19	-0.3	0.3	-0.05	0.05	-0.78	0.78	0.07	-0.07	0.46	-0.46
871	5.0	225.0	0.00020099999999999998	0.92	1.16	-1.16	1.87	-1.87	1.58	-1.58	0.63	-0.63	-0.16	0.16	-0.22	0.22	-0.04	0.04	0.05	-0.05	0.06	-0.06	0.42	-0.42
872	6.5	225.0	0.000151	1.07	4.19	-4.19	4.02	-4.02	2.88	-2.88	1.87	-1.87	-0.23	0.23	-0.52	0.52	-0.06	0.06	-6.52	6.52	0.06	-0.06	0.56	-0.56
873	6.5	225.0	0.000171	1.012	1.96	-1.96	2.54	-2.54	1.46	-1.46	1.98	-1.98	-0.23	0.23	-0.49	0.49	-0.05	0.05	-1.43	1.43	0.06	-0.06	0.56	-0.56
874	6.5	225.0	0.000183	1.043	6.82	-6.82	7.36	-7.36	2.23	-2.23	2.44	-2.44	-0.29	0.29	-0.34	0.34	-0.09	0.09	-0.63	0.63	0.08	-0.08	1.26	-1.26
875	6.5	225.0	0.000197	1.026	1.57	-1.57	2.19	-2.19	1.3	-1.3	1.06	-1.06	-0.17	0.17	-0.28	0.28	-0.03	0.03	-0.45	0.45	0.06	-0.06	0.43	-0.43
876	6.5	225.0	0.00022799999999999999	1.067	6.81	-6.81	7.39	-7.39	1.62	-1.62	1.03	-1.03	-0.18	0.18	-0.15	0.15	-0.04	0.04	-0.33	0.33	0.07	-0.07	0.62	-0.62
877	6.5	225.0	0.000262	1.0090000000000001	0.91	-0.91	1.76	-1.76	1.35	-1.35	0.91	-0.91	-0.17	0.17	-0.22	0.22	-0.03	0.03	-0.15	0.15	0.06	-0.06	0.44	-0.44
878	6.5	225.0	0.00033	0.99	9.32	-9.32	6.57	-6.57	1.5	-1.5	0.8	-0.8	-0.12	0.12	-0.03	0.03	-0.01	0.01	0.04	-0.04	0.06	-0.06	0.23	-0.23
879	6.5	225.0	0.000414	0.9690000000000001	1.14	-1.14	1.85	-1.85	1.44	-1.44	0.74	-0.74	-0.15	0.15	0.06	-0.06	-0.03	0.03	0.13	-0.13	0.07	-0.07	0.44	-0.44
880	8.5	225.0	0.000197	1.011	4.58	-4.58	4.01	-4.01	3.3	-3.3	2.08	-2.08	-0.27	0.27	-0.49	0.49	-0.07	0.07	-7.94	7.94	0.06	-0.06	0.63	-0.63
881	8.5	225.0	0.00022400000000000002	1.064	1.92	-1.92	2.4	-2.4	1.47	-1.47	2.14	-2.14	-0.22	0.22	-0.26	0.26	-0.05	0.05	-0.96	0.96	0.06	-0.06	0.64	-0.64
882	8.5	225.0	0.00023999999999999998	1.195	3.52	-3.52	3.88	-3.88	1.65	-1.65	2.39	-2.39	-0.28	0.28	-0.25	0.25	-0.07	0.07	0.47	-0.47	0.05	-0.05	0.91	-0.91
883	8.5	225.0	0.000258	1.119	1.58	-1.58	1.9	-1.9	1.42	-1.42	1.54	-1.54	-0.21	0.21	-0.23	0.23	-0.04	0.04	-0.55	0.55	0.05	-0.05	0.56	-0.56
884	8.5	225.0	0.000299	1.188	4.2	-4.2	3.72	-3.72	1.39	-1.39	1.1	-1.1	-0.18	0.18	-0.08	0.08	-0.03	0.03	0.55	-0.55	0.05	-0.05	0.53	-0.53
885	8.5	225.0	0.000342	1.057	0.88	-0.88	1.7	-1.7	1.33	-1.33	0.97	-0.97	-0.17	0.17	-0.2	0.2	-0.04	0.04	-0.2	0.2	0.06	-0.06	0.44	-0.44
886	8.5	225.0	0.000433	1.151	4.88	-4.88	5.71	-5.71	1.51	-1.51	0.9	-0.9	-0.14	0.14	-0.06	0.06	-0.02	0.02	0.1	-0.1	0.06	-0.06	0.42	-0.42
887	8.5	225.0	0.000541	1.02	0.92	-0.92	1.73	-1.73	1.27	-1.27	0.73	-0.73	-0.12	0.12	0.03	-0.03	-0.01	0.01	0.4	-0.4	0.06	-0.06	0.37	-0.37
888	8.5	225.0	0.0008380000000000001	0.943	1.01	-1.01	1.76	-1.76	1.31	-1.31	0.85	-0.85	-0.14	0.14	0.05	-0.05	-0.02	0.02	0.12	-0.12	0.06	-0.06	0.43	-0.43
889	8.5	225.0	0.0014	0.8640000000000001	1.2	-1.2	1.83	-1.83	1.47	-1.47	0.75	-0.75	-0.15	0.15	0.06	-0.06	-0.03	0.03	-0.01	0.01	0.07	-0.07	0.45	-0.45
890	12.0	225.0	0.000278	1.162	3.84	-3.84	3.98	-3.98	2.47	-2.47	1.55	-1.55	-0.22	0.22	-0.42	0.42	-0.06	0.06	-5.29	5.29	0.06	-0.06	0.54	-0.54
891	12.0	225.0	0.00031600000000000004	1.178	1.8	-1.8	2.2	-2.2	1.48	-1.48	1.88	-1.88	-0.23	0.23	-0.39	0.39	-0.06	0.06	-1.04	1.04	0.07	-0.07	0.66	-0.66
892	12.0	225.0	0.000343	1.166	2.7	-2.7	3.32	-3.32	1.54	-1.54	1.94	-1.94	-0.26	0.26	-0.23	0.23	-0.05	0.05	0.59	-0.59	0.05	-0.05	0.75	-0.75
893	12.0	225.0	0.000364	1.127	1.52	-1.52	1.86	-1.86	1.3	-1.3	1.41	-1.41	-0.18	0.18	-0.23	0.23	-0.03	0.03	-0.04	0.04	0.05	-0.05	0.52	-0.52
894	12.0	225.0	0.00042300000000000004	1.235	2.44	-2.44	2.23	-2.23	1.36	-1.36	1.56	-1.56	-0.19	0.19	-0.1	0.1	-0.02	0.02	0.85	-0.85	0.06	-0.06	0.66	-0.66
895	12.0	225.0	0.00048300000000000003	1.12	0.95	-0.95	1.52	-1.52	1.29	-1.29	1.1	-1.1	-0.15	0.15	-0.15	0.15	-0.02	0.02	0.14	-0.14	0.05	-0.05	0.45	-0.45
896	12.0	225.0	0.000592	1.1420000000000001	3.46	-3.46	2.55	-2.55	1.35	-1.35	1.16	-1.16	-0.16	0.16	-0.04	0.04	-0.01	0.01	0.16	-0.16	0.06	-0.06	0.55	-0.55
897	12.0	225.0	0.0007639999999999999	1.033	0.92	-0.92	1.61	-1.61	1.28	-1.28	0.95	-0.95	-0.14	0.14	0.04	-0.04	-0.01	0.01	0.14	-0.14	0.07	-0.07	0.44	-0.44
898	12.0	225.0	0.00118	0.9790000000000001	0.93	-0.93	1.69	-1.69	1.3	-1.3	0.83	-0.83	-0.14	0.14	0.05	-0.05	-0.02	0.02	0.13	-0.13	0.06	-0.06	0.42	-0.42
899	12.0	225.0	0.00197	0.88	1.04	-1.04	1.71	-1.71	1.39	-1.39	1.04	-1.04	-0.16	0.16	0.06	-0.06	-0.03	0.03	-0.27	0.27	0.06	-0.06	0.48	-0.48
900	15.0	225.0	0.000348	1.2429999999999999	3.86	-3.86	4.06	-4.06	2.02	-2.02	1.26	-1.26	-0.18	0.18	-0.36	0.36	-0.03	0.03	-3.58	3.58	0.06	-0.06	0.47	-0.47
901	15.0	225.0	0.000394	1.138	1.83	-1.83	2.09	-2.09	1.38	-1.38	1.32	-1.32	-0.19	0.19	-0.35	0.35	-0.05	0.05	-0.61	0.61	0.05	-0.05	0.47	-0.47
