	qsq2	cme	x	sig	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20
259	45.0	318.0	0.0011	1.371	0.84	-0.84	1.17	-1.17	0.77	-0.77	0.43	-0.43	-0.14	0.14	-0.12	0.12	-0.01	0.01	0.41	-0.41	0.0	-0.0	-0.62	0.62
260	45.0	318.0	0.0013	1.294	0.48	-0.48	0.53	-0.53	0.74	-0.74	0.5	-0.5	-0.13	0.13	-0.13	0.13	-0.01	0.01	0.17	-0.17	-0.01	0.01	-0.33	0.33
261	45.0	318.0	0.002	1.1520000000000001	0.44	-0.44	0.53	-0.53	0.73	-0.73	0.49	-0.49	-0.1	0.1	-0.06	0.06	0.0	-0.0	0.04	-0.04	-0.01	0.01	-0.21	0.21
262	45.0	318.0	0.0032	1.005	0.49	-0.49	0.52	-0.52	0.74	-0.74	0.48	-0.48	-0.09	0.09	-0.11	0.11	0.0	-0.0	-0.18	0.18	0.0	-0.0	-0.2	0.2
263	45.0	318.0	0.005	0.8959999999999999	0.65	-0.65	0.52	-0.52	0.76	-0.76	0.31	-0.31	-0.05	0.05	-0.21	0.21	0.0	-0.0	-0.04	0.04	0.07	-0.07	-0.1	0.1
264	45.0	318.0	0.008	0.78	0.67	-0.67	0.53	-0.53	0.76	-0.76	0.29	-0.29	-0.1	0.1	-0.09	0.09	0.0	-0.0	-0.04	0.04	0.06	-0.06	-0.1	0.1
269	60.0	318.0	0.0008	1.47	0.82	-0.82	1.66	-1.66	0.88	-0.88	0.03	-0.03	-0.07	0.07	-0.15	0.15	-0.01	0.01	-0.14	0.14	0.14	-0.14	0.05	-0.05
270	60.0	318.0	0.00086	1.546	1.8	-1.8	2.18	-2.18	0.88	-0.88	-0.12	0.12	-0.12	0.12	-0.2	0.2	-0.02	0.02	0.19	-0.19	0.01	-0.01	-0.85	0.85
271	60.0	318.0	0.0009400000000000001	1.525	1.66	-1.66	2.28	-2.28	0.85	-0.85	-0.12	0.12	-0.11	0.11	-0.19	0.19	-0.01	0.01	0.41	-0.41	0.01	-0.01	-0.92	0.92
272	60.0	318.0	0.0011	1.459	1.29	-1.29	1.39	-1.39	0.83	-0.83	-0.21	0.21	-0.09	0.09	-0.16	0.16	-0.01	0.01	0.56	-0.56	0.01	-0.01	-1.04	1.04
273	60.0	318.0	0.0013	1.391	0.66	-0.66	0.73	-0.73	0.73	-0.73	0.36	-0.36	-0.12	0.12	-0.19	0.19	-0.01	0.01	0.19	-0.19	-0.04	0.04	-0.39	0.39
274	60.0	318.0	0.0015	1.317	0.99	-0.99	1.36	-1.36	0.76	-0.76	0.17	-0.17	-0.11	0.11	-0.13	0.13	0.0	-0.0	0.21	-0.21	0.01	-0.01	-0.8	0.8
275	60.0	318.0	0.002	1.234	0.46	-0.46	0.47	-0.47	0.72	-0.72	0.41	-0.41	-0.11	0.11	-0.06	0.06	0.0	-0.0	0.12	-0.12	-0.02	0.02	-0.35	0.35
276	60.0	318.0	0.0032	1.077	0.49	-0.49	0.52	-0.52	0.72	-0.72	0.39	-0.39	-0.09	0.09	-0.05	0.05	0.0	-0.0	-0.03	0.03	-0.02	0.02	-0.23	0.23
277	60.0	318.0	0.005	0.932	0.55	-0.55	0.52	-0.52	0.74	-0.74	0.3	-0.3	-0.11	0.11	-0.09	0.09	0.01	-0.01	-0.21	0.21	0.05	-0.05	-0.25	0.25
278	60.0	318.0	0.008	0.8190000000000001	0.73	-0.73	0.56	-0.56	0.76	-0.76	0.37	-0.37	-0.11	0.11	-0.3	0.3	0.0	-0.0	-0.04	0.04	0.16	-0.16	-0.08	0.08
284	70.0	318.0	0.0009220000000000001	1.385	2.57	-2.57	5.67	-5.67	1.1	-1.1	0.12	-0.12	-0.16	0.16	-0.29	0.29	-0.04	0.04	-0.29	0.29	0.01	-0.01	-0.8	0.8
285	70.0	318.0	0.001	1.4340000000000002	2.18	-2.18	2.55	-2.55	0.86	-0.86	-0.08	0.08	-0.11	0.11	-0.2	0.2	-0.02	0.02	0.08	-0.08	0.01	-0.01	-0.93	0.93
286	70.0	318.0	0.0011	1.506	1.88	-1.88	2.1	-2.1	0.81	-0.81	-0.08	0.08	-0.11	0.11	-0.17	0.17	-0.01	0.01	0.48	-0.48	0.01	-0.01	-0.97	0.97
287	70.0	318.0	0.00124	1.445	1.48	-1.48	1.8	-1.8	0.8	-0.8	-0.15	0.15	-0.1	0.1	-0.16	0.16	-0.01	0.01	0.24	-0.24	0.01	-0.01	-0.95	0.95
288	70.0	318.0	0.0013	1.4140000000000001	1.32	-1.32	1.32	-1.32	0.82	-0.82	-0.16	0.16	-0.08	0.08	-0.12	0.12	0.0	-0.0	0.45	-0.45	0.0	-0.0	-1.09	1.09
289	70.0	318.0	0.002	1.246	1.15	-1.15	1.36	-1.36	0.78	-0.78	-0.03	0.03	-0.09	0.09	-0.12	0.12	0.0	-0.0	0.22	-0.22	0.01	-0.01	-0.96	0.96
290	70.0	318.0	0.0025	1.19	0.96	-0.96	0.97	-0.97	0.77	-0.77	0.03	-0.03	-0.09	0.09	-0.12	0.12	0.0	-0.0	0.13	-0.13	0.01	-0.01	-0.91	0.91
291	70.0	318.0	0.0032	1.084	0.91	-0.91	0.78	-0.78	0.74	-0.74	0.26	-0.26	-0.1	0.1	0.0	-0.0	0.01	-0.01	-0.13	0.13	0.03	-0.03	-0.52	0.52
292	70.0	318.0	0.005	0.958	0.83	-0.83	0.74	-0.74	0.75	-0.75	0.23	-0.23	-0.09	0.09	-0.09	0.09	-0.01	0.01	-0.49	0.49	0.05	-0.05	-0.43	0.43
293	70.0	318.0	0.008	0.8190000000000001	1.62	-1.62	0.48	-0.48	0.77	-0.77	0.26	-0.26	-0.05	0.05	-0.11	0.11	0.01	-0.01	-0.06	0.06	0.07	-0.07	-0.05	0.05
298	90.0	318.0	0.0013	1.479	0.66	-0.66	1.49	-1.49	0.87	-0.87	0.06	-0.06	-0.04	0.04	-0.13	0.13	0.0	-0.0	-0.05	0.05	0.15	-0.15	0.24	-0.24
299	90.0	318.0	0.0015	1.4180000000000001	1.12	-1.12	1.03	-1.03	1.33	-1.33	1.02	-1.02	-1.18	1.18	-0.21	0.21	0.01	-0.01	-0.04	0.04	0.08	-0.08	0.12	-0.12
300	90.0	318.0	0.002	1.328	0.79	-0.79	0.95	-0.95	0.76	-0.76	0.53	-0.53	-0.25	0.25	-0.01	0.01	-0.01	0.01	0.06	-0.06	0.07	-0.07	-0.1	0.1
301	90.0	318.0	0.0032	1.165	0.66	-0.66	0.63	-0.63	0.75	-0.75	0.45	-0.45	-0.1	0.1	-0.08	0.08	0.0	-0.0	0.08	-0.08	-0.01	0.01	-0.2	0.2
302	90.0	318.0	0.005	1.023	0.71	-0.71	0.58	-0.58	0.74	-0.74	0.46	-0.46	-0.09	0.09	-0.06	0.06	0.0	-0.0	0.04	-0.04	-0.03	0.03	-0.13	0.13
303	90.0	318.0	0.008	0.883	0.87	-0.87	0.56	-0.56	0.78	-0.78	0.38	-0.38	-0.07	0.07	-0.12	0.12	0.0	-0.0	-0.07	0.07	0.06	-0.06	-0.16	0.16
310	120.0	318.0	0.0016	1.41	0.76	-0.76	1.42	-1.42	0.87	-0.87	0.01	-0.01	-0.04	0.04	-0.14	0.14	0.0	-0.0	-0.04	0.04	0.13	-0.13	0.19	-0.19
311	120.0	318.0	0.00172	1.444	2.56	-2.56	3.08	-3.08	0.82	-0.82	-0.12	0.12	-0.1	0.1	-0.18	0.18	-0.01	0.01	0.01	-0.01	0.01	-0.01	-0.94	0.94
312	120.0	318.0	0.0018800000000000002	1.413	2.23	-2.23	2.63	-2.63	0.79	-0.79	-0.17	0.17	-0.08	0.08	-0.14	0.14	-0.01	0.01	0.16	-0.16	0.01	-0.01	-1.01	1.01
313	120.0	318.0	0.002	1.361	0.6	-0.6	0.74	-0.74	1.0	-1.0	0.63	-0.63	-0.71	0.71	-0.12	0.12	0.01	-0.01	-0.04	0.04	0.12	-0.12	0.17	-0.17
314	120.0	318.0	0.00212	1.386	1.79	-1.79	2.12	-2.12	0.81	-0.81	-0.12	0.12	-0.1	0.1	-0.17	0.17	-0.01	0.01	0.12	-0.12	0.01	-0.01	-0.98	0.98
315	120.0	318.0	0.0027	1.246	1.58	-1.58	2.16	-2.16	0.79	-0.79	-0.14	0.14	-0.08	0.08	-0.14	0.14	0.0	-0.0	0.24	-0.24	0.01	-0.01	-0.99	0.99
316	120.0	318.0	0.0032	1.208	0.58	-0.58	0.63	-0.63	0.75	-0.75	0.02	-0.02	-0.14	0.14	-0.1	0.1	0.0	-0.0	-0.01	0.01	0.08	-0.08	-0.37	0.37
317	120.0	318.0	0.005	1.042	0.87	-0.87	0.67	-0.67	0.77	-0.77	0.19	-0.19	-0.08	0.08	-0.06	0.06	0.0	-0.0	-0.11	0.11	0.01	-0.01	-0.51	0.51
318	120.0	318.0	0.008	0.893	0.75	-0.75	0.62	-0.62	0.74	-0.74	0.2	-0.2	-0.08	0.08	-0.13	0.13	0.0	-0.0	-0.42	0.42	-0.01	0.01	-0.42	0.42
325	150.0	318.0	0.002	1.381	0.88	-0.88	1.51	-1.51	0.86	-0.86	-0.09	0.09	-0.02	0.02	-0.09	0.09	0.0	-0.0	-0.05	0.05	0.16	-0.16	0.23	-0.23
326	150.0	318.0	0.0032	1.235	0.5	-0.5	0.75	-0.75	0.84	-0.84	0.36	-0.36	-0.39	0.39	-0.08	0.08	0.0	-0.0	-0.05	0.05	0.13	-0.13	0.2	-0.2
327	150.0	318.0	0.005	1.078	0.61	-0.61	0.71	-0.71	0.76	-0.76	0.19	-0.19	-0.06	0.06	-0.05	0.05	0.01	-0.01	-0.05	0.05	0.1	-0.1	0.17	-0.17
328	150.0	318.0	0.008	0.927	0.91	-0.91	0.9	-0.9	0.77	-0.77	0.08	-0.08	-0.09	0.09	-0.31	0.31	0.0	-0.0	-0.06	0.06	-0.03	0.03	0.07	-0.07
335	200.0	318.0	0.0026	1.3119999999999998	1.09	-1.09	1.56	-1.56	0.84	-0.84	0.08	-0.08	-0.03	0.03	-0.14	0.14	0.0	-0.0	-0.05	0.05	0.11	-0.11	0.24	-0.24
336	200.0	318.0	0.0032	1.248	0.92	-0.92	0.72	-0.72	0.92	-0.92	0.52	-0.52	-0.57	0.57	-0.16	0.16	0.01	-0.01	-0.04	0.04	0.09	-0.09	0.19	-0.19
337	200.0	318.0	0.005	1.11	0.54	-0.54	0.55	-0.55	0.79	-0.79	0.17	-0.17	-0.11	0.11	-0.08	0.08	0.0	-0.0	-0.05	0.05	0.15	-0.15	0.26	-0.26
338	200.0	318.0	0.008	0.948	0.5	-0.5	0.42	-0.42	0.76	-0.76	0.11	-0.11	-0.07	0.07	-0.09	0.09	0.01	-0.01	-0.05	0.05	0.11	-0.11	0.31	-0.31
348	250.0	318.0	0.0033	1.28	1.25	-1.25	1.55	-1.55	0.84	-0.84	-0.04	0.04	-0.02	0.02	-0.05	0.05	0.0	-0.0	-0.05	0.05	0.16	-0.16	0.23	-0.23
349	250.0	318.0	0.005	1.127	0.75	-0.75	0.69	-0.69	0.81	-0.81	0.23	-0.23	-0.28	0.28	-0.09	0.09	0.0	-0.0	-0.04	0.04	0.12	-0.12	0.22	-0.22
350	250.0	318.0	0.008	0.9520000000000001	0.56	-0.56	0.42	-0.42	0.77	-0.77	0.16	-0.16	-0.08	0.08	-0.07	0.07	0.0	-0.0	-0.05	0.05	0.15	-0.15	0.26	-0.26
360	300.0	318.0	0.0039	1.218	1.4	-1.4	1.55	-1.55	0.82	-0.82	-0.06	0.06	-0.02	0.02	-0.04	0.04	0.0	-0.0	-0.06	0.06	0.19	-0.19	0.24	-0.24
361	300.0	318.0	0.005	1.1420000000000001	1.26	-1.26	0.81	-0.81	0.86	-0.86	0.26	-0.26	-0.44	0.44	-0.16	0.16	0.0	-0.0	-0.04	0.04	0.09	-0.09	0.2	-0.2
362	300.0	318.0	0.008	0.9690000000000001	0.69	-0.69	0.42	-0.42	0.78	-0.78	0.2	-0.2	-0.1	0.1	-0.09	0.09	0.0	-0.0	-0.05	0.05	0.11	-0.11	0.25	-0.25
372	400.0	318.0	0.0053	1.181	1.48	-1.48	1.58	-1.58	0.8	-0.8	0.01	-0.01	-0.02	0.02	-0.08	0.08	0.01	-0.01	-0.05	0.05	0.16	-0.16	0.25	-0.25
373	400.0	318.0	0.008	1.018	0.85	-0.85	0.59	-0.59	0.8	-0.8	0.23	-0.23	-0.21	0.21	-0.09	0.09	0.0	-0.0	-0.06	0.06	0.09	-0.09	0.26	-0.26
383	500.0	318.0	0.0066	1.052	1.67	-1.67	1.55	-1.55	0.8	-0.8	-0.01	0.01	-0.02	0.02	-0.06	0.06	0.0	-0.0	-0.05	0.05	0.17	-0.17	0.26	-0.26
384	500.0	318.0	0.008	0.998	1.74	-1.74	0.89	-0.89	0.81	-0.81	0.2	-0.2	-0.31	0.31	-0.15	0.15	0.0	-0.0	-0.05	0.05	0.09	-0.09	0.22	-0.22
394	650.0	318.0	0.0085	1.0	1.91	-1.91	1.67	-1.67	0.78	-0.78	-0.04	0.04	-0.01	0.01	-0.08	0.08	0.0	-0.0	-0.05	0.05	0.16	-0.16	0.25	-0.25
485	0.045	300.0	6.21e-07	0.078	5.06	-5.06	1.5	-1.5	7.3	-7.3	3.16	-3.16	1.25	-1.25	-0.75	0.75	-7.46	7.46	0.0	-0.0	-0.02	0.02	0.02	-0.02
486	0.065	300.0	8.97e-07	0.109	2.99	-2.99	1.5	-1.5	6.28	-6.28	3.03	-3.03	1.42	-1.42	-0.9	0.9	-7.4	7.4	0.0	-0.0	-0.02	0.02	0.02	-0.02
487	0.065	300.0	1.02e-06	0.11	4.7	-4.7	1.5	-1.5	5.99	-5.99	3.78	-3.78	1.54	-1.54	-0.79	0.79	-4.23	4.23	-0.01	0.01	-0.02	0.02	0.01	-0.01
488	0.085	300.0	1.17e-06	0.133	2.96	-2.96	1.5	-1.5	5.55	-5.55	2.86	-2.86	1.49	-1.49	-0.83	0.83	-6.3	6.3	0.0	-0.0	-0.02	0.02	0.01	-0.01
489	0.085	300.0	1.34e-06	0.128	2.28	-2.28	1.5	-1.5	4.03	-4.03	2.02	-2.02	1.2	-1.2	-0.53	0.53	-4.09	4.09	0.0	-0.0	-0.02	0.02	0.01	-0.01
490	0.085	300.0	1.56e-06	0.125	4.79	-4.79	1.5	-1.5	4.55	-4.55	1.08	-1.08	1.14	-1.14	0.07	-0.07	-1.47	1.47	0.0	-0.0	0.0	-0.0	0.02	-0.02
491	0.11	300.0	1.51e-06	0.161	3.49	-3.49	1.5	-1.5	5.49	-5.49	3.46	-3.46	1.6	-1.6	-0.83	0.83	-5.99	5.99	0.0	-0.0	-0.02	0.02	0.01	-0.01
492	0.11	300.0	1.73e-06	0.162	1.82	-1.82	0.99	-0.99	3.28	-3.28	2.46	-2.46	1.44	-1.44	-0.71	0.71	-2.84	2.84	-0.01	0.01	-0.02	0.02	0.01	-0.01
493	0.11	300.0	2.02e-06	0.155	1.8	-1.8	0.89	-0.89	2.48	-2.48	1.7	-1.7	1.31	-1.31	-0.41	0.41	-1.07	1.07	0.0	-0.0	-0.01	0.01	0.01	-0.01
494	0.11	300.0	2.43e-06	0.14800000000000002	3.76	-3.76	1.5	-1.5	3.52	-3.52	1.18	-1.18	0.92	-0.92	-0.28	0.28	-0.37	0.37	0.0	-0.0	0.0	-0.0	0.01	-0.01
495	0.15	300.0	2.07e-06	0.22	4.37	-4.37	1.5	-1.5	4.59	-4.59	2.68	-2.68	1.68	-1.68	-0.91	0.91	-4.2	4.2	0.0	-0.0	-0.02	0.02	0.01	-0.01
496	0.15	300.0	2.36e-06	0.19399999999999998	2.02	-2.02	1.02	-1.02	3.08	-3.08	1.88	-1.88	1.39	-1.39	-0.44	0.44	-1.89	1.89	0.0	-0.0	-0.02	0.02	0.01	-0.01
497	0.15	300.0	2.76e-06	0.19699999999999998	1.63	-1.63	0.92	-0.92	2.28	-2.28	1.46	-1.46	1.25	-1.25	-0.07	0.07	-0.78	0.78	0.0	-0.0	-0.01	0.01	0.01	-0.01
498	0.15	300.0	3.31e-06	0.198	1.54	-1.54	0.78	-0.78	2.15	-2.15	1.35	-1.35	1.15	-1.15	-0.33	0.33	0.04	-0.04	0.0	-0.0	0.0	-0.0	0.01	-0.01
499	0.15	300.0	4.14e-06	0.18600000000000003	1.98	-1.98	0.83	-0.83	2.37	-2.37	0.86	-0.86	0.56	-0.56	-0.12	0.12	-0.15	0.15	0.0	-0.0	0.0	-0.0	0.01	-0.01
500	0.2	300.0	3.15e-06	0.243	2.5	-2.5	0.95	-0.95	2.99	-2.99	2.11	-2.11	1.42	-1.42	-1.04	1.04	-1.82	1.82	0.0	-0.0	-0.02	0.02	0.01	-0.01
501	0.2	300.0	3.68e-06	0.242	1.99	-1.99	0.95	-0.95	2.16	-2.16	1.46	-1.46	1.29	-1.29	-0.35	0.35	-0.74	0.74	0.0	-0.0	0.0	-0.0	0.01	-0.01
502	0.2	300.0	4.41e-06	0.23600000000000002	1.63	-1.63	0.75	-0.75	2.03	-2.03	1.16	-1.16	1.02	-1.02	-0.04	0.04	-0.2	0.2	0.0	-0.0	0.0	-0.0	0.01	-0.01
503	0.2	300.0	5.52e-06	0.233	1.48	-1.48	0.65	-0.65	1.9	-1.9	1.2	-1.2	0.71	-0.71	-0.23	0.23	0.21	-0.21	0.0	-0.0	0.0	-0.0	0.01	-0.01
504	0.25	300.0	3.94e-06	0.27	4.11	-4.11	1.5	-1.5	2.86	-2.86	1.95	-1.95	1.7	-1.7	-0.48	0.48	-0.07	0.07	0.0	-0.0	-0.01	0.01	0.01	-0.01
505	0.25	300.0	4.6e-06	0.27399999999999997	2.1	-2.1	0.93	-0.93	2.62	-2.62	1.67	-1.67	1.19	-1.19	-0.3	0.3	-0.11	0.11	0.0	-0.0	-0.01	0.01	0.01	-0.01
506	0.25	300.0	5.52e-06	0.278	1.79	-1.79	0.93	-0.93	1.93	-1.93	1.27	-1.27	1.06	-1.06	-0.27	0.27	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.01	-0.01
507	0.25	300.0	6.900000000000001e-06	0.273	1.57	-1.57	0.79	-0.79	1.91	-1.91	1.18	-1.18	0.7	-0.7	-0.26	0.26	0.12	-0.12	0.0	-0.0	0.0	-0.0	0.01	-0.01
508	0.35	300.0	5.12e-06	0.332	3.43	-3.43	1.5	-1.5	3.36	-3.36	2.02	-2.02	1.64	-1.64	-0.52	0.52	0.81	-0.81	0.0	-0.0	-0.01	0.01	0.01	-0.01
509	0.35	300.0	6.1e-06	0.358	5.74	-5.74	11.03	-11.03	4.73	-4.73	1.0	-1.0	-1.88	1.88	-1.73	1.73	4.03	-4.03	0.01	-0.01	-0.07	0.07	0.01	-0.01
510	0.35	300.0	6.62e-06	0.327	2.07	-2.07	0.92	-0.92	1.94	-1.94	1.24	-1.24	1.01	-1.01	-0.32	0.32	-0.31	0.31	0.0	-0.0	0.0	-0.0	0.01	-0.01
511	0.35	300.0	8.28e-06	0.32899999999999996	1.83	-1.83	0.93	-0.93	1.97	-1.97	1.26	-1.26	0.74	-0.74	-0.23	0.23	0.07	-0.07	0.0	-0.0	0.0	-0.0	0.01	-0.01
512	0.4	300.0	8.83e-06	0.34600000000000003	3.87	-3.87	1.5	-1.5	2.61	-2.61	1.3	-1.3	1.02	-1.02	-0.26	0.26	0.45	-0.45	0.0	-0.0	0.0	-0.0	0.0	-0.0
513	0.4	300.0	1.1e-05	0.36700000000000005	2.19	-2.19	0.89	-0.89	2.25	-2.25	1.49	-1.49	0.66	-0.66	-0.36	0.36	0.21	-0.21	0.0	-0.0	0.0	-0.0	0.01	-0.01
514	0.5	300.0	8.599999999999999e-06	0.441	3.75	-3.75	9.17	-9.17	3.54	-3.54	0.92	-0.92	-1.56	1.56	-0.96	0.96	3.31	-3.31	0.01	-0.01	-0.05	0.05	0.02	-0.02
515	0.65	300.0	1.12e-05	0.51	4.25	-4.25	2.61	-2.61	2.74	-2.74	1.09	-1.09	-1.44	1.44	-0.9	0.9	2.01	-2.01	0.01	-0.01	-0.05	0.05	0.03	-0.03
516	0.65	300.0	1.64e-05	0.507	3.02	-3.02	7.28	-7.28	2.37	-2.37	0.69	-0.69	-0.87	0.87	-0.33	0.33	1.22	-1.22	0.0	-0.0	-0.02	0.02	0.03	-0.03
517	0.85	300.0	1.3800000000000002e-05	0.614	5.2	-5.2	9.45	-9.45	5.02	-5.02	1.1	-1.1	-2.04	2.04	-1.73	1.73	4.69	-4.69	0.02	-0.02	-0.08	0.08	0.01	-0.01
518	0.85	300.0	2e-05	0.606	2.33	-2.33	1.23	-1.23	2.05	-2.05	0.97	-0.97	-0.97	0.97	-0.5	0.5	0.68	-0.68	0.01	-0.01	-0.04	0.04	0.03	-0.03
519	1.2	300.0	2e-05	0.74	3.6	-3.6	8.36	-8.36	3.6	-3.6	0.89	-0.89	-1.55	1.55	-1.44	1.44	3.22	-3.22	0.01	-0.01	-0.05	0.05	0.02	-0.02
520	1.2	300.0	3.2e-05	0.665	2.14	-2.14	1.09	-1.09	2.05	-2.05	0.64	-0.64	-1.07	1.07	-0.61	0.61	0.0	-0.0	0.01	-0.01	-0.05	0.05	0.03	-0.03
521	1.5	300.0	3.2e-05	0.8170000000000001	1.18	-1.18	3.2	-3.2	2.12	-2.12	0.97	-0.97	-4.33	4.33	-0.33	0.33	0.23	-0.23	0.02	-0.02	-0.12	0.12	-0.03	0.03
522	2.0	300.0	3.27e-05	0.856	2.65	-2.65	2.11	-2.11	2.55	-2.55	1.19	-1.19	-2.36	2.36	-0.82	0.82	-0.04	0.04	0.02	-0.02	-0.09	0.09	-0.02	0.02
523	2.0	300.0	5e-05	0.8540000000000001	1.31	-1.31	1.64	-1.64	1.22	-1.22	0.68	-0.68	-1.21	1.21	-0.45	0.45	0.49	-0.49	0.01	-0.01	-0.03	0.03	0.03	-0.03
524	2.7	300.0	4.09e-05	0.961	1.54	-1.54	6.21	-6.21	1.94	-1.94	0.95	-0.95	-3.84	3.84	-0.81	0.81	-0.5	0.5	0.03	-0.03	-0.13	0.13	-0.05	0.05
525	2.7	300.0	5e-05	0.8859999999999999	1.06	-1.06	1.27	-1.27	1.31	-1.31	0.81	-0.81	-1.82	1.82	-0.57	0.57	0.5	-0.5	0.02	-0.02	-0.08	0.08	0.02	-0.02
526	2.7	300.0	8e-05	0.905	3.27	-3.27	1.0	-1.0	1.65	-1.65	0.71	-0.71	-0.43	0.43	-0.85	0.85	-0.1	0.1	0.01	-0.01	-0.03	0.03	0.01	-0.01
527	3.5	300.0	5.73e-05	1.008	1.94	-1.94	3.35	-3.35	2.62	-2.62	0.98	-0.98	-2.97	2.97	-0.9	0.9	-0.26	0.26	0.09	-0.09	-0.39	0.39	-0.39	0.39
528	3.5	300.0	8e-05	0.98	0.99	-0.99	1.05	-1.05	1.06	-1.06	0.68	-0.68	-1.21	1.21	-0.58	0.58	-0.23	0.23	0.0	-0.0	-0.03	0.03	0.0	-0.0
529	4.5	300.0	8.18e-05	1.115	1.59	-1.59	1.06	-1.06	1.47	-1.47	0.89	-0.89	-1.8	1.8	-0.7	0.7	0.02	-0.02	0.04	-0.04	-0.16	0.16	0.03	-0.03
530	4.5	300.0	0.00013000000000000002	1.01	1.02	-1.02	1.68	-1.68	0.91	-0.91	0.51	-0.51	-0.45	0.45	-0.46	0.46	0.16	-0.16	0.01	-0.01	-0.01	0.01	0.03	-0.03
531	6.5	300.0	9.86e-05	1.165	2.41	-2.41	0.99	-0.99	2.79	-2.79	0.88	-0.88	-2.27	2.27	-0.64	0.64	-0.29	0.29	0.09	-0.09	-0.39	0.39	-0.23	0.23
532	6.5	300.0	0.00013000000000000002	1.1740000000000002	1.11	-1.11	0.6	-0.6	1.1	-1.1	0.64	-0.64	-1.27	1.27	-0.52	0.52	-0.04	0.04	0.02	-0.02	-0.1	0.1	0.0	-0.0
533	6.5	300.0	0.0002	1.111	1.15	-1.15	1.41	-1.41	0.89	-0.89	0.5	-0.5	-0.19	0.19	-0.52	0.52	0.53	-0.53	0.0	-0.0	0.0	-0.0	0.04	-0.04
534	8.5	300.0	0.000139	1.177	1.59	-1.59	1.25	-1.25	2.31	-2.31	1.21	-1.21	-4.1	4.1	-0.65	0.65	-0.82	0.82	0.06	-0.06	-0.28	0.28	-0.14	0.14
535	8.5	300.0	0.0002	1.212	1.07	-1.07	0.81	-0.81	0.91	-0.91	0.51	-0.51	-0.76	0.76	-0.36	0.36	-0.2	0.2	-0.01	0.01	0.0	-0.0	0.0	-0.0
536	10.0	300.0	0.00013000000000000002	1.149	4.37	-4.37	1.41	-1.41	3.66	-3.66	1.08	-1.08	-2.3	2.3	-0.87	0.87	-0.5	0.5	0.11	-0.11	-0.52	0.52	0.11	-0.11
537	10.0	300.0	0.0002	1.245	2.1	-2.1	1.33	-1.33	1.39	-1.39	0.68	-0.68	-0.64	0.64	-0.54	0.54	-0.18	0.18	0.02	-0.02	-0.09	0.09	0.12	-0.12
538	12.0	300.0	0.000161	1.226	4.12	-4.12	3.78	-3.78	1.0	-1.0	0.55	-0.55	-0.11	0.11	-0.16	0.16	-0.01	0.01	-0.01	0.01	-0.46	0.46	-0.15	0.15
539	12.0	300.0	0.0002	1.2830000000000001	1.19	-1.19	1.35	-1.35	1.89	-1.89	1.08	-1.08	-1.41	1.41	-0.51	0.51	-0.19	0.19	0.02	-0.02	-0.21	0.21	-0.12	0.12
540	12.0	300.0	0.00032	1.225	0.78	-0.78	1.51	-1.51	0.94	-0.94	0.6	-0.6	-0.41	0.41	-0.31	0.31	0.02	-0.02	0.0	-0.0	-0.16	0.16	-0.05	0.05
541	15.0	300.0	0.0002	1.258	3.21	-3.21	3.61	-3.61	1.0	-1.0	0.54	-0.54	-0.11	0.11	-0.14	0.14	-0.01	0.01	-0.01	0.01	-0.48	0.48	-0.15	0.15
542	15.0	300.0	0.000246	1.36	1.17	-1.17	1.52	-1.52	1.43	-1.43	0.76	-0.76	-1.11	1.11	-0.46	0.46	-0.13	0.13	0.01	-0.01	-0.39	0.39	-0.1	0.1
543	15.0	300.0	0.00032	1.29	0.94	-0.94	1.36	-1.36	1.0	-1.0	0.68	-0.68	-0.63	0.63	-0.22	0.22	-0.05	0.05	0.0	-0.0	-0.19	0.19	-0.1	0.1
544	18.0	300.0	0.000268	1.318	3.26	-3.26	3.67	-3.67	0.99	-0.99	0.54	-0.54	-0.11	0.11	-0.17	0.17	-0.01	0.01	-0.01	0.01	-0.46	0.46	-0.15	0.15
545	18.0	300.0	0.000328	1.3619999999999999	1.25	-1.25	1.67	-1.67	1.09	-1.09	0.62	-0.62	-0.67	0.67	-0.47	0.47	0.06	-0.06	0.0	-0.0	-0.18	0.18	-0.08	0.08
546	18.0	300.0	0.0005	1.266	0.93	-0.93	1.01	-1.01	0.95	-0.95	0.71	-0.71	-0.44	0.44	-0.29	0.29	-0.08	0.08	0.0	-0.0	-0.14	0.14	-0.07	0.07
547	22.0	300.0	0.0005	1.335	2.57	-2.57	1.22	-1.22	1.18	-1.18	1.36	-1.36	-0.85	0.85	-0.43	0.43	-0.08	0.08	0.02	-0.02	-0.07	0.07	0.04	-0.04
548	27.0	300.0	0.000335	1.389	4.11	-4.11	3.92	-3.92	0.98	-0.98	0.54	-0.54	-0.12	0.12	-0.15	0.15	-0.01	0.01	-0.01	0.01	-0.45	0.45	-0.14	0.14
549	27.0	300.0	0.00041	1.405	1.16	-1.16	2.1	-2.1	1.15	-1.15	0.63	-0.63	-0.7	0.7	-0.4	0.4	-0.04	0.04	-0.01	0.01	-0.08	0.08	-0.11	0.11
