s	qsq2	x	f2	fl	sig	
319	8.5	1.778279410038923e-05	0.06897044808881989	0.018857950586830652	0.050112497501989234
319	8.5	2.3713737056616554e-05	0.06523955026397642	0.019988442033683666	0.045251108230292755
319	8.5	3.1622776601683795e-05	0.06166484939016464	0.021171800209534488	0.04049304918063015
319	8.5	4.216965034285822e-05	0.058237283261130104	0.021165910710687796	0.03707137255044231
319	8.5	5.623413251903491e-05	0.054950972948037254	0.017824393648705937	0.037126579299331317
319	8.5	7.498942093324559e-05	0.05180728421776545	0.01151847968434673	0.040288804533418716
319	8.5	0.0001	0.04880034160486727	0.0060114219509651064	0.04278891965390216
319	8.5	0.0001333521432163324	0.045926811363931445	0.0028639163095943937	0.04306289505433705
319	8.5	0.00017782794100389227	0.043183044987531	0.0013448643056092923	0.04183818068192171
319	8.5	0.00023713737056616554	0.04056488678427467	0.0006399901913282187	0.03992489659294645
319	8.5	0.00031622776601683794	0.0380702412733992	0.0003103675240196333	0.037759873749379565
319	8.5	0.00042169650342858224	0.03569487552842383	0.0001531256109949594	0.03554174991742887
319	8.5	0.0005623413251903491	0.033434962919543856	7.659414212085495e-05	0.033358368777423
319	8.5	0.0007498942093324559	0.031283112404256005	3.870528275595076e-05	0.031244407121500055
319	8.5	0.001	0.02923882795238155	1.970473408424899e-05	0.0292191232182973
319	8.5	0.001333521432163324	0.027299128642460674	1.0083330876067813e-05	0.027289045311584607
319	8.5	0.0017782794100389228	0.02546216051255411	5.17744638799744e-06	0.025456983066166113
319	8.5	0.0023713737056616554	0.023722430408439653	2.6634325719849946e-06	0.023719766975867668
319	8.5	0.0031622776601683794	0.02207681509199069	1.3711497327221e-06	0.022075443942257966
319	8.5	0.004216965034285823	0.02052189868507915	7.057133418877305e-07	0.02052119297173726
319	8.5	0.005623413251903491	0.019054423506238836	3.628584086601586e-07	0.019054060647830176
319	8.5	0.007498942093324558	0.017671145249257326	1.8622006728146215e-07	0.017670959029190043
319	8.5	0.01	0.0163699810395154	9.534131071869658e-08	0.016369885698204682
319	27	1e-05	0.1342190846969212	0.02721762929940453	0.10700145539751668
319	27	1.333521432163324e-05	0.1262379055613724	0.026204694934434364	0.10003321062693804
319	27	1.778279410038923e-05	0.11855110093264634	0.025407740796243406	0.09314336013640294
319	27	2.3713737056616554e-05	0.11133120324536289	0.02487230096499594	0.08645890228036694
319	27	3.1622776601683795e-05	0.10440360671924157	0.02466058111387973	0.07974302560536184
319	27	4.216965034285822e-05	0.09780723646397724	0.02484838741175112	0.07295884905222612
319	27	5.623413251903491e-05	0.09153152408151974	0.025510539320601922	0.06602098476091782
319	27	7.498942093324559e-05	0.08550890437847852	0.02663050415230083	0.05887840022617769
319	27	0.0001	0.07989881861258069	0.027780715270857095	0.05211810334172359
319	27	0.0001333521432163324	0.074521049036735	0.02737611219187115	0.047144936844863844
319	27	0.00017782794100389227	0.06942010965359832	0.02275805607473874	0.04666205357885958
319	27	0.00023713737056616554	0.06453930255647256	0.014515849294277735	0.05002345326219482
319	27	0.00031622776601683794	0.060015354912269864	0.007459183145845938	0.05255617176642392
319	27	0.00042169650342858224	0.05569149683427168	0.003490456281581525	0.052201040552690155
319	27	0.0005623413251903491	0.05156561786096539	0.0016074159312986823	0.049958201929666705
319	27	0.0007498942093324559	0.04774585968028691	0.0007492082419376889	0.046996651438349225
319	27	0.001	0.044070434034688535	0.0003554666157012353	0.0437149674189873
319	27	0.001333521432163324	0.04067278305698808	0.0001713674098013808	0.0405014156471867
319	27	0.0017782794100389228	0.0374178177310677	8.364792669733426e-05	0.03733416980437036
319	27	0.0023713737056616554	0.0343861679181089	4.118755867501349e-05	0.03434498035943388
319	27	0.0031622776601683794	0.03152317182515968	2.039386941805764e-05	0.03150277795574162
319	27	0.004216965034285823	0.028879388386012537	1.0127846454363705e-05	0.028869260539558173
319	27	0.005623413251903491	0.02637059284962358	5.033302017921616e-06	0.02636555954760566
319	27	0.007498942093324558	0.024022878209568523	2.49855235973346e-06	0.02402037965720879
319	27	0.01	0.021829926880933777	1.236775894474129e-06	0.0218286901050393
